Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3.0,43,Yes,5.0,5.0,26.0
8.0,74,No,7.0,5.0,67.0
1.0,90,Yes,5.0,0.0,67.0
4.0,86,No,7.0,0.0,68.0
3.0,75,No,7.0,2.0,56.0
6.0,70,Yes,7.0,7.0,61.0
7.0,64,No,4.0,5.0,50.0
4.0,80,No,5.0,3.0,68.0
7.0,52,No,9.0,4.0,47.0
9.0,57,No,7.0,9.0,56.0
2.0,60,No,8.0,2.0,40.0
3.0,87,No,8.0,5.0,68.0
5.0,40,No,4.0,5.0,26.0
3.0,75,No,6.0,5.0,55.0
8.0,89,Yes,9.0,8.0,84.0
8.0,47,No,4.0,9.0,40.0
8.0,91,Yes,6.0,7.0,85.0
9.0,87,Yes,4.0,5.0,85.0
4.0,60,No,8.0,1.0,40.0
5.0,82,No,7.0,3.0,68.0
5.0,91,Yes,5.0,5.0,74.0
8.0,92,Yes,7.0,8.0,90.0
7.0,92,Yes,8.0,1.0,82.0
9.0,60,No,5.0,5.0,57.0
8.0,66,No,6.0,9.0,61.0
2.0,58,No,6.0,9.0,38.0
4.997325309261116,62,Yes,8.0,9.0,46.0
6.0,90,No,5.0,6.0,80.0
2.0,89,No,7.0,7.0,67.0
7.0,90,No,8.0,8.0,84.0
4.997325309261116,82,No,6.0,4.0,58.0
3.0,74,Yes,8.0,8.0,55.0
2.0,79,No,7.0,8.0,57.0
8.0,91,No,4.0,6.0,87.0
6.0,90,Yes,9.0,1.0,80.0
1.0,81,No,6.5290777158481434,7.0,54.0
1.0,87,Yes,9.0,4.0,64.0
7.0,44,Yes,4.0,7.0,33.0
8.0,91,No,7.0,1.0,83.0
5.0,80,Yes,5.0,6.0,66.0
5.0,47,No,8.0,4.0,33.0
4.0,50,Yes,7.0,3.0,31.0
4.997325309261116,55,Yes,4.0,9.0,40.0
6.0,78,No,6.0,5.0,66.0
3.0,86,Yes,9.0,4.0,67.0
9.0,63,No,9.0,5.0,64.0
4.997325309261116,60,No,7.0,8.0,52.0
4.997325309261116,91,No,9.0,0.0,68.0
7.0,62,No,9.0,0.0,58.0
5.0,88,Yes,7.0,5.0,72.0
4.997325309261116,77,No,7.0,1.0,65.0
2.0,86,Yes,4.0,7.0,65.0
4.0,47,No,4.0,6.0,24.0
6.0,46,Yes,9.0,5.0,35.0
7.0,41,Yes,7.0,3.0,34.0
5.0,69,Yes,7.0,8.0,57.0
9.0,52,Yes,9.0,6.0,54.0
3.0,62,No,5.0,6.0,42.0
1.0,68,No,6.0,4.0,39.0
4.0,77,Yes,8.0,0.0,62.0
9.0,76,Yes,6.5290777158481434,1.0,71.0
4.0,59,No,9.0,7.0,42.0
2.0,72,Yes,8.0,4.0,52.0
5.0,68,Yes,4.0,1.0,54.0
3.0,89,No,4.0,4.0,68.0
9.0,54,Yes,5.0,7.0,50.0
4.0,62,Yes,9.0,3.0,46.0
6.0,81,No,4.0,2.0,68.0
2.0,42,Yes,9.0,4.0,19.0
6.0,76,No,9.0,6.0,68.0
3.0,95,No,7.0,1.0,74.0
9.0,68,No,6.0,0.0,63.0
2.0,84,No,6.0,4.0,60.0
9.0,47,Yes,9.0,6.0,47.0
5.0,61,No,6.5290777158481434,7.0,47.0
8.0,92,No,6.0,7.0,87.0
2.0,68,Yes,8.0,9.0,45.0
4.997325309261116,41,No,8.0,8.0,31.0
3.0,80,Yes,7.0,0.0,61.0
5.0,88,No,5.0,6.0,73.0
8.0,98,No,4.0,9.0,92.0
1.0,89,No,6.5290777158481434,7.0,65.0
5.0,84,No,8.0,5.0,69.0
3.0,40,Yes,9.0,9.0,20.0
4.0,83,Yes,6.0,3.0,66.0
2.0,59,Yes,7.0,6.0,38.0
9.0,91,No,5.0,2.0,81.0
3.0,60,No,8.0,1.0,39.0
2.0,76,No,9.0,5.0,53.0
9.0,47,Yes,7.0,1.0,44.0
7.0,66,No,9.0,5.0,58.0
6.0,86,Yes,7.0,9.0,79.0
1.0,98,Yes,8.0,2.0,75.0
5.0,74,Yes,7.0,1.0,59.0
3.0,45,No,6.0,7.0,23.0
1.0,99,No,7.0,3.0,74.0
4.997325309261116,84,No,5.0,3.0,65.0
2.0,83,No,7.0,6.0,60.0
2.0,58,Yes,4.0,7.0,32.0
3.0,57,Yes,7.0,8.0,38.0
8.0,95,No,9.0,9.0,91.0
8.0,40,No,8.0,7.0,34.0
7.0,64,No,4.0,3.0,46.0
6.0,66,Yes,8.0,1.0,55.0
9.0,46,No,9.0,9.0,43.0
4.0,83,Yes,5.0,4.0,67.0
1.0,81,Yes,6.0,6.0,56.0
8.0,68,Yes,5.0,1.0,58.0
7.0,70,Yes,4.0,3.0,60.0
7.0,83,Yes,9.0,5.0,77.0
3.0,82,Yes,9.0,7.0,69.0
4.0,75,Yes,6.0,9.0,60.0
9.0,58,No,7.0,5.0,52.0
6.0,45,No,4.0,5.0,36.0
5.0,64,No,6.0,5.0,49.0
3.0,70,Yes,8.0,3.0,50.0
9.0,48,Yes,6.0,2.0,48.0
5.0,59,No,8.0,0.0,43.0
5.0,49,Yes,8.0,1.0,34.0
4.0,76,Yes,9.0,1.0,57.0
4.0,66,Yes,6.0,9.0,50.0
1.0,52,Yes,9.0,6.0,28.0
7.0,80,Yes,9.0,5.0,72.0
9.0,41,Yes,5.0,7.0,38.0
3.0,89,Yes,5.0,8.0,68.0
2.0,60,Yes,9.0,4.0,41.0
3.0,72,Yes,9.0,2.0,53.0
1.0,63,Yes,8.0,3.0,36.0
6.0,92,Yes,9.0,7.0,80.0
7.0,83,Yes,4.0,2.0,73.0
2.0,81,No,6.5290777158481434,1.0,59.0
8.0,73,Yes,4.0,6.0,67.0
6.0,99,Yes,5.0,3.0,91.0
4.0,48,No,4.0,7.0,34.0
5.0,41,No,7.0,0.0,23.0
8.0,94,No,7.0,7.0,86.0
3.0,95,Yes,5.0,4.0,73.0
3.0,69,Yes,4.0,1.0,49.0
4.0,61,No,6.0,0.0,43.0
4.997325309261116,85,No,5.0,5.0,61.0
9.0,50,No,7.0,8.0,45.0
8.0,94,Yes,5.0,8.0,85.0
8.0,82,Yes,4.0,8.0,75.0
6.0,56,No,4.0,3.0,44.0
7.0,75,Yes,4.0,5.0,66.0
4.997325309261116,52,Yes,8.0,9.0,45.0
9.0,46,No,4.0,5.0,40.0
3.0,55,No,9.0,4.0,38.0
3.0,72,No,7.0,1.0,50.0
3.0,84,Yes,7.0,6.0,67.0
3.0,40,Yes,8.0,0.0,21.0
9.0,50,Yes,7.0,5.0,51.0
4.0,45,Yes,7.0,4.0,25.0
7.0,59,Yes,6.5290777158481434,4.0,53.0
9.0,74,No,4.0,7.0,71.0
7.0,83,Yes,6.5290777158481434,8.0,77.0
9.0,76,Yes,6.5290777158481434,6.0,75.0
4.997325309261116,80,No,5.0,9.0,60.0
4.0,65,No,9.0,7.0,49.0
8.0,97,No,5.0,1.0,87.0
6.0,51,No,9.0,1.0,40.0
5.0,69,Yes,7.0,7.0,56.0
4.997325309261116,67,Yes,6.0,5.0,49.0
8.0,66,No,4.0,7.0,59.0
1.0,81,Yes,6.0,8.0,59.0
9.0,58,No,7.0,8.0,54.0
1.0,44,Yes,8.0,5.0,17.0
8.0,97,Yes,5.0,7.0,90.0
4.0,44,Yes,9.0,1.0,23.0
9.0,80,No,9.0,7.0,82.0
5.0,66,No,7.0,2.0,49.0
3.0,67,Yes,9.0,0.0,50.0
9.0,65,Yes,7.0,6.0,60.0
4.997325309261116,66,No,6.0,0.0,60.0
4.0,91,No,8.0,0.0,74.0
4.997325309261116,88,Yes,5.0,0.0,71.0
8.0,81,Yes,9.0,3.0,77.0
2.0,60,No,8.0,3.0,34.0
4.997325309261116,40,Yes,8.0,9.0,39.0
6.0,93,No,8.0,5.0,85.0
9.0,67,No,4.0,9.0,64.0
8.0,87,Yes,8.0,2.0,87.0
7.0,97,Yes,7.0,9.0,91.0
4.997325309261116,97,Yes,4.0,5.0,73.0
3.0,54,No,4.0,6.0,34.0
2.0,94,No,8.0,0.0,70.0
5.0,56,No,9.0,5.0,42.0
4.997325309261116,65,Yes,9.0,9.0,55.0
5.0,59,Yes,9.0,0.0,45.0
4.0,64,No,9.0,6.0,49.0
5.0,52,No,7.0,9.0,37.0
4.997325309261116,72,Yes,9.0,4.0,55.0
4.997325309261116,64,No,5.0,9.0,38.0
5.0,47,Yes,8.0,3.0,35.0
9.0,44,Yes,4.0,0.0,41.0
9.0,45,No,5.0,8.0,43.0
4.0,62,No,9.0,6.0,46.0
3.0,91,No,5.0,1.0,69.0
1.0,69,No,4.0,3.0,37.0
2.0,53,No,9.0,3.0,31.0
8.0,93,Yes,5.0,7.0,90.0
1.0,62,No,7.0,1.0,33.0
8.0,50,Yes,7.0,4.0,44.0
7.0,70,No,8.0,9.0,62.0
8.0,45,No,8.0,7.0,41.0
6.0,50,No,6.5290777158481434,5.0,38.0
9.0,52,No,4.0,3.0,45.0
3.0,51,No,7.0,4.0,34.0
4.0,93,No,6.0,1.0,72.0
6.0,41,Yes,8.0,4.0,29.0
8.0,92,No,7.0,2.0,83.0
5.0,74,No,9.0,2.0,61.0
3.0,94,No,5.0,6.0,75.0
6.0,75,No,7.0,2.0,63.0
4.0,56,Yes,7.0,3.0,36.0
4.997325309261116,67,Yes,5.0,6.0,62.0
3.0,67,Yes,8.0,2.0,49.0
4.0,61,Yes,8.0,9.0,46.0
7.0,77,Yes,6.0,9.0,69.0
7.0,46,Yes,6.0,1.0,35.0
4.0,54,No,8.0,9.0,38.0
6.0,71,No,8.0,6.0,62.0
3.0,50,Yes,8.0,4.0,30.0
6.0,63,No,8.0,0.0,52.0
2.0,42,No,6.5290777158481434,9.0,16.0
8.0,69,No,6.0,7.0,66.0
2.0,45,No,5.0,2.0,20.0
7.0,97,No,4.0,6.0,86.0
9.0,41,Yes,5.0,5.0,38.0
1.0,53,Yes,9.0,9.0,30.0
4.997325309261116,80,Yes,4.0,5.0,71.0
7.0,57,Yes,7.0,7.0,49.0
6.0,90,Yes,9.0,3.0,79.0
4.997325309261116,83,Yes,6.0,3.0,69.0
6.0,70,No,4.0,2.0,56.0
4.997325309261116,52,Yes,8.0,0.0,47.0
2.0,65,No,9.0,9.0,41.0
1.0,83,No,7.0,2.0,58.0
4.997325309261116,51,Yes,4.0,0.0,38.0
8.0,57,Yes,8.0,5.0,52.0
4.997325309261116,48,Yes,6.5290777158481434,7.0,25.0
1.0,88,No,7.0,2.0,62.0
9.0,60,Yes,9.0,3.0,60.0
1.0,87,Yes,4.0,4.0,63.0
3.0,88,Yes,8.0,6.0,72.0
8.0,92,No,6.0,5.0,84.0
3.0,95,Yes,7.0,1.0,74.0
4.0,79,Yes,4.0,6.0,61.0
8.0,82,No,8.0,7.0,77.0
1.0,63,No,6.0,0.0,36.0
6.0,73,No,9.0,5.0,65.0
1.0,47,Yes,8.0,8.0,23.0
1.0,83,Yes,6.0,6.0,60.0
8.0,92,No,4.0,4.0,83.0
4.0,72,Yes,8.0,9.0,56.0
4.997325309261116,62,No,8.0,9.0,37.0
7.0,52,No,5.0,8.0,43.0
5.0,93,No,7.0,1.0,76.0
5.0,92,No,8.0,6.0,83.0
1.0,88,No,6.0,8.0,63.0
6.0,53,Yes,6.5290777158481434,1.0,39.0
4.997325309261116,53,Yes,4.0,9.0,48.0
9.0,55,Yes,7.0,5.0,53.0
8.0,88,Yes,5.0,8.0,84.0
5.0,77,No,4.0,2.0,63.0
1.0,97,Yes,8.0,7.0,73.0
9.0,99,No,9.0,4.0,99.0
1.0,78,No,4.0,6.0,52.0
8.0,65,Yes,4.0,2.0,58.0
5.0,65,Yes,5.0,7.0,50.0
3.0,40,No,6.0,1.0,18.0
7.0,71,Yes,4.0,7.0,62.0
7.0,96,Yes,6.0,1.0,87.0
4.997325309261116,54,Yes,7.0,6.0,53.0
7.0,91,Yes,9.0,1.0,87.0
3.0,60,No,5.0,6.0,37.0
1.0,57,No,8.0,0.0,31.0
8.0,69,Yes,4.0,5.0,63.0
3.0,99,No,9.0,9.0,81.0
8.0,97,No,9.0,6.0,95.0
8.0,52,Yes,6.0,3.0,45.0
5.0,63,Yes,4.0,0.0,48.0
4.997325309261116,69,No,9.0,5.0,47.0
7.0,41,No,5.0,3.0,31.0
5.0,58,No,8.0,2.0,43.0
8.0,86,Yes,7.0,3.0,82.0
9.0,83,No,6.5290777158481434,5.0,80.0
7.0,86,No,6.0,4.0,76.0
7.0,64,Yes,9.0,1.0,57.0
1.0,89,No,7.0,1.0,64.0
4.0,53,Yes,6.0,2.0,35.0
2.0,45,Yes,8.0,5.0,24.0
2.0,51,No,4.0,0.0,30.0
2.0,59,Yes,5.0,6.0,38.0
4.0,62,Yes,8.0,7.0,45.0
1.0,69,No,8.0,6.0,44.0
4.0,69,Yes,7.0,2.0,53.0
2.0,77,No,7.0,5.0,53.0
5.0,97,Yes,5.0,3.0,84.0
3.0,69,Yes,4.0,4.0,47.0
8.0,80,No,8.0,2.0,76.0
4.0,69,No,9.0,4.0,57.0
1.0,96,No,7.0,5.0,71.0
1.0,97,Yes,8.0,7.0,74.0
3.0,75,No,4.0,5.0,54.0
9.0,88,Yes,6.0,8.0,84.0
4.997325309261116,73,No,4.0,9.0,62.0
2.0,55,Yes,8.0,9.0,35.0
9.0,63,No,8.0,9.0,62.0
2.0,53,Yes,5.0,9.0,30.0
3.0,65,No,8.0,3.0,47.0
4.997325309261116,47,Yes,7.0,1.0,25.0
3.0,53,Yes,9.0,8.0,40.0
6.0,70,Yes,5.0,2.0,56.0
4.997325309261116,41,Yes,8.0,6.0,38.0
9.0,87,No,4.0,3.0,86.0
7.0,43,Yes,8.0,0.0,38.0
3.0,40,No,4.0,7.0,17.0
4.0,94,Yes,4.0,3.0,75.0
6.0,59,No,8.0,5.0,48.0
5.0,98,Yes,4.0,6.0,87.0
4.997325309261116,53,Yes,9.0,7.0,32.0
6.0,79,No,6.0,9.0,68.0
3.0,64,No,5.0,1.0,42.0
8.0,99,Yes,8.0,8.0,96.0
2.0,64,No,6.0,9.0,42.0
1.0,42,No,4.0,2.0,18.0
9.0,44,No,4.0,0.0,41.0
3.0,77,Yes,5.0,1.0,54.0
1.0,93,No,6.0,7.0,67.0
7.0,65,Yes,6.0,9.0,57.0
5.0,79,No,8.0,5.0,65.0
4.997325309261116,77,No,4.0,0.0,62.0
1.0,77,Yes,7.0,8.0,56.0
9.0,43,No,8.0,6.0,39.0
7.0,46,No,8.0,9.0,38.0
8.0,69,No,8.0,2.0,65.0
4.997325309261116,69,No,5.0,6.0,68.0
6.0,95,No,5.0,5.0,82.0
5.0,58,No,8.0,2.0,44.0
6.0,78,No,9.0,7.0,67.0
2.0,74,Yes,7.0,0.0,53.0
4.0,79,Yes,6.0,4.0,61.0
4.997325309261116,72,Yes,6.0,7.0,53.0
7.0,72,Yes,4.0,2.0,61.0
9.0,53,Yes,6.0,9.0,49.0
5.0,77,No,6.0,5.0,61.0
6.0,49,Yes,7.0,9.0,38.0
4.997325309261116,96,Yes,6.0,1.0,76.0
3.0,67,No,7.0,8.0,47.0
3.0,53,Yes,5.0,1.0,32.0
9.0,75,No,7.0,4.0,71.0
7.0,77,No,5.0,2.0,69.0
8.0,55,Yes,7.0,9.0,53.0
9.0,99,Yes,8.0,8.0,100.0
4.997325309261116,60,No,9.0,8.0,49.0
4.0,67,No,5.0,6.0,48.0
1.0,72,Yes,5.0,9.0,45.0
8.0,45,No,6.0,4.0,40.0
7.0,80,Yes,5.0,8.0,71.0
2.0,54,Yes,7.0,6.0,34.0
4.997325309261116,83,Yes,8.0,1.0,76.0
5.0,42,Yes,8.0,9.0,29.0
7.0,82,No,6.0,0.0,71.0
4.0,86,No,7.0,9.0,69.0
5.0,74,Yes,7.0,9.0,58.0
8.0,53,Yes,4.0,3.0,43.0
1.0,41,No,5.0,9.0,17.0
4.997325309261116,68,No,6.0,7.0,41.0
4.0,43,No,8.0,5.0,27.0
3.0,65,No,9.0,1.0,45.0
2.0,90,No,4.0,4.0,65.0
3.0,51,Yes,7.0,8.0,31.0
1.0,41,Yes,5.0,5.0,14.0
1.0,56,Yes,8.0,5.0,33.0
6.0,74,Yes,4.0,6.0,60.0
5.0,49,No,7.0,4.0,34.0
8.0,87,No,8.0,2.0,82.0
2.0,61,Yes,8.0,2.0,40.0
4.0,80,Yes,6.5290777158481434,4.0,66.0
8.0,82,No,7.0,3.0,76.0
6.0,60,Yes,6.0,4.0,46.0
1.0,54,Yes,8.0,8.0,31.0
4.0,74,No,7.0,4.0,57.0
1.0,87,No,9.0,3.0,65.0
2.0,60,No,9.0,3.0,38.0
5.0,60,Yes,4.0,0.0,46.0
8.0,60,No,5.0,9.0,53.0
4.997325309261116,99,No,9.0,3.0,97.0
3.0,83,Yes,6.0,3.0,63.0
4.997325309261116,71,No,7.0,8.0,55.0
6.0,94,Yes,5.0,3.0,79.0
3.0,44,Yes,6.0,6.0,26.0
2.0,78,Yes,8.0,0.0,55.0
6.0,48,Yes,5.0,6.0,37.0
5.0,92,No,9.0,1.0,78.0
5.0,57,Yes,6.0,7.0,45.0
5.0,60,No,7.0,0.0,45.0
5.0,47,No,7.0,9.0,34.0
4.997325309261116,83,No,6.0,2.0,66.0
7.0,91,No,8.0,7.0,79.0
6.0,73,No,9.0,9.0,63.0
4.0,49,Yes,6.0,7.0,32.0
2.0,90,No,4.0,4.0,64.0
9.0,80,Yes,6.0,4.0,78.0
4.997325309261116,96,Yes,6.0,7.0,69.0
4.0,63,Yes,9.0,9.0,46.0
1.0,79,No,7.0,4.0,54.0
6.0,63,No,8.0,8.0,51.0
4.997325309261116,95,No,6.0,0.0,78.0
5.0,71,No,5.0,4.0,54.0
5.0,95,Yes,7.0,2.0,80.0
9.0,72,No,7.0,2.0,67.0
1.0,77,No,6.0,1.0,48.0
2.0,83,Yes,9.0,2.0,61.0
6.0,96,Yes,6.5290777158481434,6.0,83.0
5.0,95,Yes,6.0,7.0,82.0
7.0,90,Yes,5.0,7.0,78.0
3.0,98,Yes,7.0,7.0,78.0
3.0,88,Yes,5.0,0.0,70.0
2.0,73,Yes,6.0,6.0,48.0
3.0,50,No,4.0,1.0,26.0
1.0,70,No,4.0,9.0,46.0
5.0,57,Yes,5.0,3.0,42.0
5.0,62,Yes,9.0,4.0,46.0
4.997325309261116,99,No,6.0,0.0,91.0
4.0,61,Yes,8.0,3.0,47.0
3.0,82,Yes,4.0,3.0,61.0
1.0,57,Yes,7.0,8.0,31.0
8.0,79,Yes,6.0,8.0,71.0
3.0,86,Yes,6.0,9.0,66.0
2.0,80,No,4.0,0.0,52.0
4.0,86,Yes,8.0,7.0,71.0
3.0,78,Yes,7.0,3.0,60.0
1.0,59,Yes,8.0,3.0,32.0
3.0,52,No,7.0,4.0,33.0
2.0,84,No,4.0,1.0,56.0
8.0,40,Yes,6.0,0.0,32.0
6.0,91,Yes,7.0,4.0,76.0
9.0,43,Yes,6.0,6.0,40.0
8.0,63,Yes,5.0,9.0,60.0
3.0,75,No,5.0,8.0,54.0
5.0,75,No,4.0,1.0,59.0
7.0,84,Yes,6.5290777158481434,7.0,74.0
5.0,41,Yes,9.0,6.0,29.0
8.0,67,No,4.0,1.0,61.0
4.997325309261116,65,No,5.0,4.0,50.0
4.997325309261116,62,Yes,7.0,6.0,36.0
5.0,54,Yes,8.0,2.0,41.0
4.0,75,Yes,4.0,1.0,60.0
6.0,66,No,8.0,5.0,56.0
3.0,45,No,8.0,9.0,23.0
5.0,74,No,5.0,5.0,63.0
2.0,78,No,9.0,3.0,54.0
6.0,77,Yes,7.0,0.0,64.0
6.0,74,No,5.0,4.0,64.0
4.997325309261116,75,No,6.5290777158481434,0.0,58.0
6.0,49,No,5.0,7.0,38.0
4.997325309261116,69,Yes,5.0,1.0,60.0
5.0,92,No,5.0,8.0,79.0
1.0,80,No,4.0,8.0,57.0
8.0,77,No,4.0,2.0,69.0
4.0,68,Yes,5.0,5.0,51.0
9.0,91,No,5.0,8.0,86.0
6.0,98,Yes,8.0,6.0,90.0
1.0,82,Yes,7.0,3.0,57.0
4.997325309261116,78,No,8.0,2.0,61.0
3.0,89,Yes,9.0,1.0,71.0
4.0,43,No,7.0,9.0,30.0
6.0,44,Yes,9.0,9.0,34.0
7.0,43,Yes,7.0,0.0,34.0
4.0,75,No,5.0,9.0,58.0
6.0,98,No,8.0,0.0,85.0
1.0,84,Yes,7.0,3.0,55.0
8.0,55,Yes,9.0,3.0,51.0
7.0,64,Yes,7.0,8.0,53.0
9.0,53,Yes,4.0,9.0,51.0
3.0,50,No,7.0,0.0,31.0
2.0,68,Yes,5.0,3.0,44.0
1.0,73,Yes,6.0,2.0,48.0
3.0,61,No,4.0,8.0,41.0
5.0,53,Yes,6.0,4.0,40.0
2.0,95,No,5.0,8.0,72.0
3.0,63,No,6.0,9.0,41.0
4.0,98,No,7.0,5.0,78.0
7.0,78,Yes,6.0,8.0,70.0
4.997325309261116,65,No,8.0,0.0,41.0
4.997325309261116,82,No,5.0,3.0,78.0
8.0,75,No,8.0,3.0,70.0
4.0,78,Yes,6.0,9.0,61.0
1.0,55,Yes,8.0,9.0,33.0
1.0,97,Yes,4.0,5.0,71.0
1.0,77,Yes,6.0,9.0,51.0
1.0,98,No,9.0,0.0,72.0
8.0,71,No,8.0,9.0,69.0
3.0,45,No,7.0,4.0,21.0
6.0,73,Yes,6.0,2.0,61.0
3.0,95,No,9.0,0.0,76.0
5.0,47,Yes,4.0,5.0,30.0
7.0,69,Yes,7.0,2.0,59.0
2.0,66,Yes,6.0,3.0,45.0
6.0,46,No,7.0,8.0,39.0
6.0,66,No,6.0,1.0,53.0
3.0,64,Yes,6.0,0.0,43.0
6.0,95,No,5.0,9.0,85.0
5.0,85,Yes,8.0,5.0,70.0
2.0,80,No,6.0,0.0,56.0
9.0,54,Yes,4.0,0.0,52.0
8.0,64,Yes,9.0,6.0,65.0
3.0,61,Yes,8.0,1.0,39.0
8.0,57,No,5.0,3.0,48.0
9.0,51,No,8.0,3.0,47.0
4.997325309261116,62,No,8.0,1.0,41.0
4.997325309261116,90,No,6.0,5.0,72.0
2.0,84,No,4.0,9.0,61.0
8.0,78,Yes,6.0,1.0,74.0
1.0,64,No,4.0,7.0,38.0
8.0,49,Yes,4.0,3.0,42.0
7.0,69,No,7.0,0.0,60.0
7.0,49,No,6.0,6.0,35.0
3.0,73,No,5.0,5.0,52.0
1.0,85,Yes,9.0,5.0,61.0
4.0,52,No,8.0,2.0,32.0
9.0,93,Yes,7.0,9.0,95.0
5.0,68,No,5.0,6.0,53.0
1.0,77,Yes,9.0,5.0,54.0
5.0,80,Yes,9.0,9.0,70.0
8.0,84,Yes,6.0,9.0,78.0
4.997325309261116,48,Yes,6.5290777158481434,8.0,42.0
5.0,52,No,6.0,2.0,33.0
9.0,76,No,9.0,2.0,75.0
4.997325309261116,53,Yes,6.5290777158481434,3.0,26.0
4.0,76,No,7.0,2.0,58.0
3.0,48,Yes,5.0,3.0,29.0
4.997325309261116,47,No,9.0,5.0,29.0
8.0,78,No,7.0,0.0,70.0
7.0,79,No,5.0,1.0,67.0
9.0,93,Yes,7.0,9.0,93.0
2.0,42,No,8.0,5.0,21.0
4.0,94,Yes,4.0,5.0,74.0
4.997325309261116,95,No,4.0,0.0,82.0
3.0,86,Yes,4.0,5.0,65.0
8.0,79,No,8.0,8.0,75.0
3.0,72,Yes,9.0,7.0,55.0
2.0,71,Yes,9.0,9.0,54.0
3.0,46,Yes,8.0,4.0,26.0
6.0,58,No,4.0,3.0,48.0
2.0,73,Yes,4.0,5.0,49.0
8.0,53,No,5.0,4.0,49.0
1.0,89,Yes,5.0,5.0,64.0
7.0,86,Yes,6.0,9.0,81.0
2.0,85,Yes,7.0,2.0,64.0
6.0,95,No,5.0,6.0,82.0
2.0,96,No,5.0,7.0,74.0
2.0,58,No,5.0,4.0,32.0
8.0,90,No,5.0,4.0,83.0
2.0,93,No,8.0,3.0,68.0
7.0,98,No,6.0,9.0,90.0
3.0,65,No,5.0,4.0,44.0
8.0,56,Yes,9.0,9.0,51.0
7.0,93,Yes,7.0,7.0,86.0
4.997325309261116,67,No,5.0,4.0,62.0
7.0,58,No,8.0,8.0,48.0
6.0,66,No,9.0,0.0,56.0
7.0,87,No,4.0,6.0,79.0
5.0,91,No,4.0,4.0,74.0
7.0,96,Yes,6.0,3.0,82.0
1.0,58,No,4.0,2.0,32.0
4.997325309261116,72,No,5.0,9.0,46.0
9.0,90,No,8.0,6.0,88.0
5.0,46,Yes,6.0,1.0,35.0
5.0,68,Yes,6.5290777158481434,4.0,56.0
3.0,94,Yes,5.0,1.0,74.0
5.0,82,Yes,4.0,6.0,67.0
3.0,44,No,7.0,5.0,23.0
9.0,69,Yes,5.0,9.0,67.0
9.0,88,Yes,7.0,6.0,86.0
6.0,82,Yes,9.0,8.0,70.0
1.0,95,Yes,7.0,1.0,68.0
7.0,97,Yes,9.0,8.0,91.0
7.0,47,No,6.0,6.0,42.0
4.0,81,Yes,8.0,1.0,62.0
8.0,51,Yes,4.0,9.0,44.0
6.0,81,Yes,4.0,1.0,67.0
4.0,52,No,5.0,3.0,35.0
4.0,65,No,4.0,1.0,46.0
2.0,57,No,6.0,0.0,31.0
2.0,81,No,4.0,5.0,59.0
4.0,90,No,5.0,9.0,71.0
5.0,91,No,6.5290777158481434,4.0,74.0
8.0,88,No,6.5290777158481434,2.0,80.0
6.0,59,No,9.0,0.0,49.0
4.0,55,Yes,7.0,8.0,39.0
7.0,76,Yes,7.0,7.0,67.0
8.0,42,No,9.0,5.0,38.0
2.0,66,Yes,7.0,5.0,47.0
7.0,54,No,8.0,3.0,41.0
2.0,97,Yes,6.0,1.0,75.0
2.0,73,Yes,5.0,3.0,53.0
8.0,84,No,8.0,1.0,81.0
2.0,61,Yes,5.0,6.0,37.0
9.0,79,No,6.0,8.0,77.0
1.0,62,No,8.0,1.0,36.0
9.0,98,Yes,4.0,8.0,95.0
4.997325309261116,88,No,6.0,8.0,65.0
2.0,43,Yes,7.0,7.0,18.0
4.997325309261116,90,Yes,6.5290777158481434,0.0,80.0
6.0,93,No,6.0,4.0,81.0
1.0,96,No,6.0,9.0,73.0
7.0,80,No,8.0,3.0,74.0
8.0,62,No,7.0,6.0,57.0
2.0,86,No,9.0,7.0,64.0
8.0,99,Yes,7.0,9.0,97.0
9.0,48,No,6.0,7.0,42.0
6.0,63,Yes,5.0,1.0,48.0
4.997325309261116,60,No,9.0,2.0,46.0
9.0,80,Yes,6.5290777158481434,9.0,79.0
9.0,85,Yes,6.0,9.0,83.0
1.0,94,Yes,6.5290777158481434,6.0,70.0
3.0,92,Yes,8.0,3.0,73.0
9.0,55,Yes,8.0,5.0,56.0
2.0,95,No,7.0,7.0,71.0
4.0,94,Yes,4.0,7.0,76.0
4.0,64,No,8.0,6.0,49.0
2.0,65,Yes,8.0,1.0,43.0
3.0,88,No,9.0,1.0,67.0
3.0,84,Yes,5.0,2.0,63.0
1.0,48,Yes,5.0,3.0,18.0
6.0,54,No,6.5290777158481434,0.0,43.0
8.0,78,No,6.0,4.0,72.0
3.0,72,Yes,6.5290777158481434,6.0,57.0
5.0,40,Yes,8.0,9.0,25.0
1.0,44,No,5.0,4.0,15.0
7.0,95,Yes,6.5290777158481434,6.0,88.0
1.0,48,Yes,5.0,4.0,24.0
9.0,83,No,8.0,9.0,81.0
4.997325309261116,45,Yes,9.0,7.0,40.0
7.0,67,Yes,8.0,6.0,60.0
4.997325309261116,84,No,6.0,0.0,73.0
5.0,65,Yes,8.0,0.0,52.0
5.0,67,No,8.0,4.0,53.0
5.0,79,No,5.0,1.0,65.0
1.0,54,Yes,4.0,8.0,30.0
8.0,45,Yes,7.0,1.0,39.0
1.0,66,No,6.0,8.0,43.0
